ID,Net_Income_to_Total_Assets,ROA_before_interest_percent_after_tax,Net_profit_before_tax_to_Paid_in_capital,Net_Income_to_Stockholders_Equity,Operating_profit_Paid_in_capital,Total_Asset_Turnover,Total_expense_to_Assets
id_1239,0.796678528,0.551079372,0.169972099,0.840160146,0.103945804,0.071964018,0.021838563
id_5924,0.783315075,0.509648932,0.164248548,0.839371181,0.089631475,0.062968516,0.021838867
id_3078,0.811372975,0.561327955,0.193220722,0.841648295,0.123357272,0.217391304,0.02184037
id_2783,0.820356356,0.58138901,0.1925345,0.842276914,0.124700767,0.179910045,0.021848627
id_5473,0.834396291,0.60297645,0.198529523,0.843301154,0.120767991,0.169415292,0.021849943
id_1549,0.815027633,0.564653293,0.176668426,0.841452198,0.106201247,0.12143928,0.021862118
id_1021,0.833969746,0.597252508,0.193725963,0.842800877,0.121354243,0.113943028,0.021869888
id_0555,0.762345886,0.475795901,0.16144333,0.838329765,0.091496084,0.050974513,0.021872384
id_5320,0.883510431,0.695431749,0.270288817,0.84572327,0.202623479,0.157421289,0.021879834
id_1273,0.79970611,0.556857828,0.172626499,0.840512743,0.108823098,0.193403298,0.021892924
id_0696,0.811500675,0.564108155,0.180966745,0.84124496,0.114783331,0.149925037,0.02190607
id_5552,0.820665414,0.577136939,0.187587663,0.8419446,0.123194424,0.190404798,0.021912252
id_0794,0.808727792,0.553314435,0.180235276,0.841001461,0.105671992,0.113943028,0.021916549
id_0684,0.800006734,0.548626254,0.168735389,0.840413342,0.099386063,0.071964018,0.021917148
id_4675,0.830311842,0.5980157,0.191056481,0.842794887,0.119253505,0.146926537,0.021934039
id_2511,0.758176367,0.475359791,0.135676043,0.830394219,0.077401599,0.092953523,0.021944632
id_0818,0.802282716,0.542084605,0.172211749,0.840426386,0.097627306,0.125937031,0.021963076
id_4621,0.782480745,0.507359355,0.163260689,0.838726953,0.086651359,0.037481259,0.021971706
id_5760,0.81313335,0.562690798,0.176917276,0.840964188,0.101063397,0.170914543,0.021972258
id_6303,0.875681887,0.667248147,0.206832064,0.844657443,0.126882929,0.122938531,0.021972967
id_4337,0.83507446,0.600959442,0.211846769,0.843031333,0.127037634,0.259370315,0.021981043
id_5211,0.811143443,0.560946358,0.18839454,0.842101199,0.115955836,0.227886057,0.021982021
id_3615,0.766762763,0.483482338,0.148932961,0.837234409,0.07961633,0.058470765,0.021983967
id_1801,0.814564575,0.567924117,0.187881759,0.841983368,0.113846956,0.476761619,0.021988601
id_5848,0.779972724,0.510030528,0.159150894,0.838774067,0.096642077,0.097451274,0.02199099
id_6657,0.844196098,0.620584387,0.208053691,0.843801529,0.13426808,0.181409295,0.022008946
id_0214,0.815459126,0.568578282,0.179895935,0.841281119,0.110402723,0.11844078,0.022015432
id_0427,0.787594354,0.519679459,0.163396426,0.839160469,0.089981598,0.143928036,0.022019082
id_6806,0.817711772,0.566288705,0.1893824,0.84129173,0.126068689,0.188905547,0.022029699
id_2004,0.767478529,0.485771915,0.157635171,0.83743983,0.08332112,0.103448276,0.022031573
id_5712,0.826739667,0.586731356,0.18929945,0.842277472,0.118308988,0.154422789,0.022067352
id_0182,0.823267022,0.578881378,0.186064399,0.841767098,0.108358982,0.122938531,0.022071154
id_3916,0.834461411,0.599651112,0.182927381,0.842063084,0.110817985,0.086956522,0.02207142
id_4175,0.81658006,0.568959878,0.182942463,0.841901245,0.113244418,0.277361319,0.022077335
id_3570,0.837629528,0.60750109,0.197473795,0.842852724,0.118960379,0.155922039,0.022080342
id_4554,0.802641872,0.54361099,0.172189126,0.840495127,0.098123992,0.089955022,0.022083862
id_5571,0.837674101,0.617095508,0.20223965,0.843600467,0.101885778,0.131934033,0.022086161
id_6185,0.828881221,0.590492804,0.208777619,0.842139997,0.105281157,0.103448276,0.022099865
id_0627,0.823588269,0.579699084,0.192738104,0.841921737,0.116647939,0.125937031,0.022101379
id_5869,0.838246232,0.606574357,0.198853782,0.842676998,0.120963408,0.11844078,0.022105772
id_1717,0.795670499,0.530527693,0.169180303,0.840025606,0.096324523,0.065967016,0.022126927
id_2670,0.77013029,0.499836459,0.155041098,0.833175038,0.083834091,0.047976012,0.022134549
id_1325,0.836794661,0.605865678,0.207985823,0.842431539,0.138567264,0.295352324,0.022137758
id_5915,0.821342146,0.58051679,0.192572204,0.842226617,0.125840702,0.176911544,0.02214293
id_0861,0.849746816,0.627780201,0.242885152,0.843404081,0.154159949,0.137931034,0.022143979
id_4897,0.817475602,0.570322721,0.174971722,0.841304483,0.095209015,0.109445277,0.022153159
id_3127,0.797926151,0.541648495,0.170665862,0.840315693,0.097342323,0.04047976,0.022171998
id_4096,0.792950989,0.529873528,0.165779353,0.8398326,0.095778983,0.223388306,0.022175787
id_4434,0.849503356,0.648113825,0.256752884,0.843206635,0.150666862,0.184407796,0.02217614
id_4425,0.821928499,0.584278238,0.211341528,0.843006107,0.13120654,0.592203898,0.022189052
id_1802,0.860987508,0.658907545,0.202556368,0.843763209,0.10294429,0.077961019,0.022196766
id_0938,0.818328858,0.573811601,0.1892165,0.842435799,0.106730503,0.098950525,0.022203615
id_1083,0.808804138,0.557566507,0.178945781,0.84121713,0.104051655,0.133433283,0.02220882
id_1023,0.847636747,0.62996075,0.214455923,0.843531528,0.111843927,0.122938531,0.022211312
id_1272,0.796970121,0.543065853,0.169474399,0.84012894,0.099956031,0.190404798,0.022213367
id_1172,0.767927605,0.490569123,0.164369203,0.838730261,0.089501197,0.053973013,0.022214312
id_5117,0.846559709,0.627943742,0.197496418,0.843001379,0.118585829,0.074962519,0.022217688
id_4555,0.845465826,0.628161797,0.206432396,0.843144913,0.14392496,0.137931034,0.022243959
id_5976,0.828239671,0.594036197,0.207691728,0.843765524,0.135562721,0.260869565,0.022246672
id_4890,0.836368374,0.60254034,0.192338436,0.842577144,0.123243278,0.149925037,0.022249513
id_0450,0.790683102,0.523440907,0.166933112,0.839704052,0.095306724,0.149925037,0.022250229
id_6807,0.812229954,0.564544265,0.183153608,0.841653921,0.105264872,0.107946027,0.022251466
id_0798,0.804330076,0.549116877,0.176087776,0.840871027,0.09808328,0.131934033,0.022265469
id_0596,0.888922284,0.716365024,0.225714501,0.845120405,0.156325826,0.209895052,0.022275932
id_6324,0.813558787,0.566016136,0.191606968,0.842224677,0.116778217,0.353823088,0.022279291
id_2464,0.814494344,0.563399477,0.180114622,0.841300205,0.107789014,0.061469265,0.022280123
id_0909,0.836070776,0.601940689,0.199984918,0.842787826,0.112935007,0.164917541,0.022288741
id_4468,0.806665696,0.556094636,0.179669708,0.841057653,0.106127966,0.421289355,0.022290831
id_5012,0.819835602,0.576319232,0.176276299,0.841233256,0.089208071,0.032983508,0.022302514
id_1486,0.804004212,0.551951592,0.173667144,0.840555169,0.096161675,0.098950525,0.022310046
id_6724,0.809281616,0.554731792,0.176042531,0.840985767,0.104149364,0.089955022,0.022318004
id_0980,0.820720172,0.574520279,0.197994118,0.841883308,0.127949582,0.092953523,0.022322027
id_0610,0.79893686,0.547208897,0.171291758,0.84033815,0.104247073,0.07946027,0.022324976
id_5516,0.824414,0.583624073,0.18698439,0.842175394,0.109425636,0.12143928,0.022325391
id_6625,0.80871324,0.551079372,0.183229017,0.840908379,0.110948263,0.221889055,0.022328867
id_2319,0.824562025,0.585368513,0.205836664,0.844349281,0.129496637,0.305847076,0.022330621
id_5979,0.828006362,0.589620584,0.2056406,0.842189521,0.136360675,0.131934033,0.022332634
id_1030,0.771157719,0.495965983,0.157341075,0.83696367,0.091365805,0.047976012,0.022335916
id_6354,0.802544186,0.547590493,0.17727924,0.840863748,0.10638038,0.307346327,0.022336447
id_5803,0.809873636,0.565252944,0.178644144,0.840858178,0.103807384,0.107946027,0.022365252
id_5721,0.78618051,0.51662669,0.165364603,0.839517389,0.093955087,0.08095952,0.022366491
id_4315,0.865908866,0.695540776,0.222366337,0.845707908,0.152881593,0.289355322,0.022370727
id_1684,0.808544967,0.5611099,0.171600935,0.841031258,0.104629765,0.073463268,0.022372079
id_2915,0.826247653,0.590274749,0.18814569,0.842167735,0.116151253,0.109445277,0.022380845
id_0860,0.812994879,0.565307457,0.18607194,0.842124382,0.103066426,0.094452774,0.022389747
id_5702,0.895466787,0.740460096,0.266684262,0.847126948,0.11828456,0.151424288,0.02239225
id_0769,0.831800931,0.602049717,0.212374632,0.843425745,0.14079828,0.167916042,0.02239297
id_2714,0.840099529,0.620202791,0.191644672,0.842451842,0.118911525,0.112443778,0.022397752
id_2671,0.822328382,0.584278238,0.184284745,0.841825532,0.100469002,0.062968516,0.022398279
id_1969,0.801709318,0.541321413,0.174187467,0.840404912,0.09328741,0.088455772,0.02240117
id_0031,0.787081562,0.53603358,0.164565267,0.838258502,0.091911346,0.064467766,0.022401707
id_0839,0.85849452,0.673299171,0.245403816,0.84612765,0.183081733,0.175412294,0.022403482
id_1598,0.79890185,0.549116877,0.172332403,0.840312812,0.10542772,0.157421289,0.022406134
id_0779,0.815586276,0.567106411,0.187022095,0.841990504,0.109792043,0.115442279,0.022419648
id_0089,0.797369558,0.537232883,0.169851444,0.840184676,0.093352549,0.106446777,0.022421382
id_5942,0.819361839,0.576046664,0.203076691,0.842453967,0.122298761,0.235382309,0.022428597
id_5701,0.783290512,0.50904928,0.161948571,0.838869056,0.093946944,0.23988006,0.022433357
id_2143,0.813568607,0.581879634,0.179111681,0.842438801,0.106689791,0.415292354,0.02243746
id_5525,0.812996271,0.560183166,0.18026544,0.841247586,0.099206931,0.179910045,0.022445305
id_3467,0.80467934,0.547372438,0.172867808,0.84058753,0.105753416,0.083958021,0.022448008
id_4860,0.85914514,0.672045355,0.196041023,0.844242094,0.128429984,0.205397301,0.022462868
id_0664,0.791957021,0.52916485,0.165522962,0.839741289,0.093254841,0.086956522,0.022463657
id_0840,0.813196438,0.568959878,0.181796245,0.841757264,0.114449493,0.136431784,0.022466625
id_5902,0.800136092,0.540994331,0.171231431,0.840321404,0.095616135,0.062968516,0.022474606
id_2617,0.814963066,0.5638901,0.179503808,0.841099115,0.107153908,0.125937031,0.022505838
id_6419,0.820335722,0.573866114,0.189352236,0.841908934,0.11545915,0.15892054,0.022506719
id_1139,0.811768844,0.558384213,0.175816303,0.840922371,0.098360122,0.073463268,0.022510017
id_1294,0.808467012,0.561327955,0.183229017,0.841627842,0.115345156,0.170914543,0.022516263
id_3687,0.87215783,0.731519843,0.298235427,0.847751573,0.234004267,0.376311844,0.022523211
id_4669,0.82331516,0.582043175,0.184390317,0.842545595,0.112715163,0.103448276,0.022524787
id_3417,0.824875542,0.578935892,0.182188372,0.84187659,0.107805299,0.242878561,0.022528905
id_0615,0.808670046,0.563181422,0.177482844,0.841156287,0.108603254,0.094452774,0.022533678
id_6197,0.747473394,0.466037942,0.067302617,0.830952323,0.013923494,0.31934033,0.022533763
id_4676,0.818857041,0.574738334,0.179451022,0.841512593,0.114229648,0.089955022,0.022534082
id_1101,0.831183118,0.592564326,0.201734409,0.842145451,0.124106372,0.115442279,0.022539267
id_2986,0.812773403,0.572448757,0.185302768,0.841390197,0.116761933,0.125937031,0.022547858
id_0049,0.799841684,0.550534235,0.174368449,0.840598891,0.104157506,0.071964018,0.022561731
id_4368,0.883602117,0.69428696,0.249883116,0.845548123,0.176950511,0.188905547,0.022570246
id_4271,0.783552834,0.507086786,0.161021039,0.839133502,0.091333236,0.286356822,0.022577981
id_6396,0.801242756,0.542847798,0.172996003,0.840497196,0.10002117,0.235382309,0.022578373
id_4929,0.794836131,0.530364152,0.167611794,0.839970876,0.101421662,0.086956522,0.022586809
id_5664,0.842916765,0.635630179,0.238481261,0.844626872,0.179026821,0.227886057,0.022590334
id_1487,0.81037421,0.561382468,0.175771058,0.841024778,0.098954517,0.181409295,0.022596825
id_6038,0.779881519,0.506596162,0.159588266,0.838184064,0.09141466,0.113943028,0.022616796
id_3149,0.803209624,0.543065853,0.173614358,0.840489951,0.098783526,0.08095952,0.02261808
id_5639,0.776118893,0.500109027,0.16310233,0.83893273,0.09314899,0.04197901,0.022623081
id_2667,0.826515585,0.5809529,0.180996908,0.841641967,0.108798671,0.110944528,0.022625199
id_6321,0.83919511,0.608754906,0.221431265,0.843669724,0.132216197,0.197901049,0.022625621
id_5278,0.799490625,0.537505451,0.170251112,0.840259641,0.095811552,0.133433283,0.022628744
id_2777,0.783484433,0.515427388,0.153351934,0.837727624,0.078907942,0.116941529,0.022630783
id_0592,0.809804888,0.560946358,0.181381495,0.841238167,0.105867409,0.130434783,0.022632355
id_4374,0.855218262,0.665612734,0.283598522,0.845571157,0.224469523,0.431784108,0.022638758
id_4740,0.818037555,0.586676843,0.181064776,0.841913611,0.108961519,0.145427286,0.02264067
id_6121,0.802286053,0.543883559,0.174504185,0.840547842,0.110687707,0.143928036,0.022641495
id_1397,0.800410821,0.540612734,0.169225549,0.84030855,0.095933688,0.095952024,0.022641644
id_5347,0.78636241,0.516408635,0.164142976,0.83936782,0.101323953,0.104947526,0.02264226
id_4577,0.842416424,0.619984736,0.198280673,0.843192578,0.123251421,0.164917541,0.022645996
id_2932,0.796254224,0.537505451,0.169791117,0.840070866,0.099019656,0.187406297,0.022647155
id_5670,0.810402117,0.555931095,0.17844054,0.841263254,0.098026284,0.152923538,0.022652886
id_5641,0.810314606,0.557293938,0.181336249,0.841076515,0.112479033,0.154422789,0.022659905
id_5282,0.837730401,0.605211513,0.188492572,0.842474134,0.115898839,0.164917541,0.022660408
id_0843,0.778872951,0.505342346,0.156541739,0.838525838,0.088947514,0.056971514,0.022665195
id_3402,0.800895747,0.541484954,0.172332403,0.840440052,0.100436432,0.097451274,0.022669679
id_0076,0.798860819,0.54726341,0.173772717,0.840439916,0.103546827,0.082458771,0.022670436
id_2963,0.812633847,0.565580026,0.189337154,0.842152412,0.121044832,0.181409295,0.0226722
id_3899,0.768513556,0.493894461,0.156971571,0.837011794,0.090364291,0.154422789,0.0226729
id_5886,0.863686382,0.662941561,0.206402232,0.8440285,0.133233996,0.130434783,0.022673949
id_3070,0.839588077,0.614860445,0.226340397,0.844567226,0.121793932,0.143928036,0.022677743
id_5624,0.812469749,0.565034889,0.182045095,0.841399158,0.106046542,0.139430285,0.022678576
id_4449,0.804498668,0.552442215,0.18432999,0.842298777,0.111013402,0.419790105,0.022681274
id_3057,0.805532483,0.554132141,0.177294322,0.841132778,0.105574283,0.145427286,0.022688546
id_1230,0.806283603,0.561982119,0.179730035,0.841292137,0.113008289,0.151424288,0.022691485
id_0761,0.843104135,0.631105539,0.236867506,0.844660434,0.11777159,0.208395802,0.022692943
id_4923,0.754316032,0.472743131,0.149211975,0.837234593,0.084664615,0.037481259,0.022696826
id_1200,0.793910689,0.54491932,0.165055426,0.83963252,0.094500627,0.148425787,0.022703923
id_0039,0.798173898,0.539467946,0.169662921,0.840192796,0.096918918,0.146926537,0.022711197
id_0669,0.841561129,0.626090275,0.209086796,0.843273593,0.134862475,0.172413793,0.022713153
id_5356,0.822106316,0.580625818,0.207397632,0.843631288,0.116281531,0.218890555,0.022736448
id_5549,0.830616426,0.59888792,0.190400422,0.842393377,0.117600599,0.124437781,0.022737508
id_4473,0.880280832,0.691234191,0.238134379,0.844906785,0.167953165,0.191904048,0.022739749
id_4421,0.803598119,0.544537724,0.171442576,0.840483036,0.099361636,0.058470765,0.022740907
id_6709,0.84627978,0.621402093,0.200015082,0.842768659,0.128462553,0.107946027,0.022743647
id_6765,0.851407797,0.629633668,0.261171857,0.84369457,0.184571791,0.115442279,0.022752445
id_4754,0.843888944,0.6150785,0.193665636,0.842916891,0.122355757,0.134932534,0.022753361
id_4870,0.862667737,0.665449193,0.188688636,0.845016274,0.119375641,0.229385307,0.022753649
id_5003,0.843824771,0.620856956,0.187187995,0.843398004,0.115499862,0.182908546,0.022759274
id_5673,0.813776644,0.562036633,0.182799186,0.841167112,0.109148794,0.131934033,0.022766733
id_6323,0.807964032,0.554186655,0.189902722,0.841516909,0.131735796,0.299850075,0.022783045
id_6322,0.799039674,0.53995857,0.173614358,0.840447408,0.109042943,0.335832084,0.022789352
id_1422,0.801266445,0.553641518,0.172754694,0.840583336,0.103041998,0.107946027,0.022790631
id_4441,0.843657688,0.614424335,0.202473418,0.842708004,0.098588109,0.07946027,0.022797353
id_0876,0.800646252,0.542193633,0.17238519,0.8405174,0.090852834,0.107946027,0.022800376
id_2768,0.782949486,0.525839512,0.16185808,0.838391026,0.099728044,0.068965517,0.02283054
id_6362,0.812683497,0.564108155,0.190988613,0.841714526,0.130213168,0.791604198,0.0228315
id_4119,0.801726622,0.551515482,0.173976322,0.840776612,0.10808214,0.163418291,0.022833995
id_4231,0.801199976,0.539631487,0.171254053,0.840322627,0.097765727,0.298350825,0.022841192
id_5299,0.836827029,0.601559093,0.187783727,0.842231008,0.113684108,0.125937031,0.022846525
id_1978,0.866552956,0.668229394,0.213777242,0.844161899,0.141881219,0.116941529,0.022847311
id_5885,0.843051397,0.62369167,0.205044868,0.843003737,0.117885583,0.125937031,0.02285037
id_0145,0.806598562,0.550370693,0.175318603,0.840743461,0.103050141,0.110944528,0.022858558
id_2175,0.777930539,0.510630179,0.159769248,0.838347763,0.090624847,0.067466267,0.022860898
id_6120,0.800299653,0.542575229,0.173968781,0.840398366,0.107455176,0.11844078,0.022861852
id_5816,0.788915658,0.521969036,0.167136717,0.839413741,0.095298582,0.188905547,0.022862546
id_0293,0.780943871,0.508504143,0.162898726,0.838796581,0.093352549,0.062968516,0.022864565
id_4474,0.786000051,0.520497165,0.162664957,0.839149491,0.089810608,0.116941529,0.022867994
id_0758,0.819840046,0.580353249,0.180257899,0.842214077,0.104947319,0.088455772,0.022871545
id_4849,0.805693125,0.551460968,0.174820903,0.840880514,0.104662335,0.131934033,0.022871737
id_1225,0.781057889,0.517171827,0.164376744,0.83884045,0.100981973,0.07946027,0.022875453
id_1409,0.785846367,0.516081553,0.164934771,0.839448756,0.094663475,0.04197901,0.022877848
id_5141,0.79875686,0.538868295,0.170688485,0.840270199,0.101608937,0.101949025,0.022906865
id_6063,0.853463471,0.643316616,0.223821733,0.844731067,0.124326217,0.152923538,0.022907194
id_5106,0.798318619,0.538432185,0.170356685,0.840246768,0.094468057,0.059970015,0.022909099
id_1107,0.827148211,0.595998692,0.184118845,0.842271618,0.100379436,0.110944528,0.022909394
id_2607,0.841133799,0.626362843,0.200339341,0.842706435,0.099459345,0.076461769,0.022919003
id_6695,0.837732224,0.616332316,0.188914863,0.842682969,0.116932923,0.07946027,0.022919455
id_3015,0.810555527,0.573920628,0.179820526,0.8411078,0.103497973,0.148425787,0.022927439
id_0943,0.834586851,0.60210423,0.19792625,0.843018555,0.126459524,0.12143928,0.022932866
id_3330,0.853143435,0.630723942,0.205896991,0.842894081,0.129822333,0.043478261,0.022939015
id_6071,0.851472227,0.632250327,0.195196441,0.843100896,0.122893156,0.113943028,0.022949665
id_1829,0.807360698,0.54988007,0.173742553,0.840610499,0.100355008,0.073463268,0.022953793
id_5216,0.86408295,0.650894025,0.206545509,0.843869872,0.132232482,0.188905547,0.022957926
id_2441,0.717613798,0.422372438,0.081728376,0.442175535,0,0.355322339,0.022957931
id_1760,0.78260733,0.52027911,0.159346957,0.837737108,0.095168303,0.083958021,0.022965037
id_2719,0.813854429,0.57277584,0.176502526,0.842216503,0.108367124,0.058470765,0.022970284
id_5467,0.821040508,0.594199738,0.210677928,0.8437312,0.163189864,0.226386807,0.022972865
id_0485,0.759834279,0.47623201,0.159588266,0.836283092,0.088141417,0.151424288,0.022990937
id_0259,0.802313083,0.54857174,0.173365508,0.840528981,0.101674076,0.130434783,0.022992723
id_0885,0.804379455,0.546282163,0.173606817,0.840829353,0.098970801,0.131934033,0.02299511
id_4183,0.799670453,0.544701265,0.170703567,0.840635058,0.096316381,0.485757121,0.022998071
id_3247,0.766604447,0.447230702,0.157363698,0.837122125,0.080959825,0.106446777,0.023001307
id_5403,0.860189407,0.670300916,0.268644899,0.844829524,0.211514974,0.218890555,0.023020063
id_5962,0.81087172,0.557839075,0.176834326,0.840889521,0.106054684,0.178410795,0.023022122
id_6075,0.804626492,0.548462713,0.172498303,0.840697935,0.095078737,0.097451274,0.023037424
id_4194,0.832352905,0.599705626,0.20953925,0.843616646,0.12334913,0.214392804,0.023043991
id_6781,0.827838649,0.586295246,0.213400196,0.841969195,0.136946928,0.134932534,0.023046002
id_5290,0.805673178,0.549062364,0.179993967,0.841019708,0.10328627,0.224887556,0.02304853
id_3203,0.835847595,0.602213258,0.182882136,0.842041995,0.110988975,0.077961019,0.023055426
id_0024,0.798103629,0.54813563,0.172860267,0.840325896,0.109148794,0.082458771,0.02305698
id_4130,0.834689504,0.612679895,0.219538496,0.844211363,0.147849594,0.24137931,0.023060462
id_5197,0.842878178,0.609572612,0.197338059,0.84265618,0.114946179,0.070464768,0.023072941
id_4364,0.824167591,0.585259485,0.193823995,0.842284114,0.120027033,0.268365817,0.023075225
id_6352,0.84344551,0.61916703,0.215926401,0.843924082,0.145594151,0.221889055,0.023081479
id_4988,0.809315092,0.553423463,0.180386095,0.840729467,0.104247073,0.100449775,0.023089789
id_6246,0.746623849,0.458842128,0.152047357,0.837225402,0.087156187,0.044977511,0.023091026
id_0493,0.792058295,0.527911034,0.167641958,0.839800976,0.096275669,0.142428786,0.023091402
id_1165,0.802838992,0.549389446,0.172588794,0.84056836,0.102659306,0.08095952,0.023092289
id_0147,0.832646979,0.599978195,0.193002036,0.842761017,0.112316185,0.109445277,0.023093264
id_0693,0.820000582,0.581061928,0.195694141,0.842611592,0.122876871,0.142428786,0.023100719
id_5368,0.819491673,0.572557785,0.198665259,0.842511607,0.126117544,0.224887556,0.023104606
id_5847,0.805183708,0.549225905,0.171895031,0.840600244,0.099980458,0.091454273,0.023107615
id_1636,0.814235865,0.567760576,0.182437222,0.841527564,0.1140668,0.136431784,0.023107699
id_5385,0.806966565,0.549934584,0.176464822,0.840890862,0.097472601,0.11994003,0.023112994
id_6343,0.818127626,0.573757087,0.210662846,0.842323448,0.1469865,0.209895052,0.02311379
id_4816,0.830636744,0.593600087,0.218580801,0.842361574,0.160502874,0.145427286,0.023114837
id_1034,0.784666748,0.512647187,0.164127894,0.839092235,0.092009054,0.110944528,0.023118689
id_3466,0.80715402,0.553205408,0.172445517,0.840988415,0.098791669,0.292353823,0.023132813
id_4106,0.818516413,0.579862625,0.184390317,0.841645307,0.109743189,0.217391304,0.023140914
id_4081,0.83028985,0.59218273,0.193311213,0.842719273,0.110280587,0.389805097,0.023143299
id_6420,0.801298114,0.542357174,0.172128799,0.840547489,0.101022685,0.190404798,0.023147475
id_5811,0.816429638,0.570322721,0.17636679,0.84141239,0.10655137,0.067466267,0.02315186
id_0586,0.812019944,0.570322721,0.181283463,0.841379908,0.112641881,0.179910045,0.023158063
id_5994,0.822967944,0.580407763,0.183696554,0.841405321,0.097871578,0.058470765,0.023158282
id_6693,0.832089148,0.611698648,0.2029862,0.842516424,0.12178579,0.131934033,0.023159921
id_3002,0.77778442,0.490405582,0.160764648,0.8390837,0.087978569,0.082458771,0.023183582
id_4317,0.819569834,0.584332752,0.211974964,0.843897834,0.154550784,0.31934033,0.023187951
id_4880,0.833330583,0.620584387,0.191297791,0.842264864,0.103538685,0.103448276,0.023188824
id_4132,0.822284649,0.59349106,0.191327954,0.841818827,0.117844871,0.157421289,0.023201548
id_0945,0.844290852,0.620202791,0.208242214,0.843224657,0.115939551,0.137931034,0.023204746
id_1121,0.808311818,0.557075883,0.174277958,0.840913606,0.095819695,0.086956522,0.023215989
id_1357,0.812270647,0.55849324,0.18051429,0.841292202,0.105916264,0.248875562,0.023217543
id_3520,0.843483467,0.615732665,0.191146972,0.842897595,0.118129855,0.23838081,0.023219693
id_2860,0.80279781,0.546990842,0.176593017,0.840653043,0.113097855,0.182908546,0.023234251
id_4553,0.805784203,0.559147405,0.179262499,0.841954266,0.125401013,0.1994003,0.023237492
id_5474,0.830812452,0.595017444,0.192685318,0.84194454,0.124277363,0.097451274,0.023244116
id_4235,0.861276814,0.648495421,0.213920519,0.843988083,0.138803394,0.140929535,0.023253555
id_6219,0.79820389,0.536306149,0.17039439,0.840167338,0.09580341,0.215892054,0.023254213
id_5355,0.805954868,0.549171391,0.174760576,0.840667629,0.107300471,0.094452774,0.023266349
id_6595,0.81052927,0.554622765,0.178908076,0.840915398,0.106119823,0.181409295,0.023266704
id_4706,0.781408055,0.50757741,0.161156776,0.838633179,0.089883889,0.049475262,0.023267588
id_1098,0.814828284,0.561709551,0.192300731,0.841535018,0.117730878,0.169415292,0.023271817
id_0254,0.796590128,0.542575229,0.169172762,0.840090713,0.095705701,0.137931034,0.023275662
id_1057,0.822680288,0.576210205,0.197488877,0.841970066,0.123365414,0.208395802,0.023277987
id_2595,0.809179597,0.565252944,0.180469045,0.841072115,0.102520885,0.214392804,0.023281339
id_5857,0.807081135,0.552932839,0.174632381,0.84121442,0.10195906,0.145427286,0.023284105
id_2775,0.807191933,0.555440471,0.172520926,0.840720549,0.099654762,0.076461769,0.023295513
id_3293,0.764439837,0.482392063,0.154128648,0.83692635,0.092473171,0.073463268,0.023298572
id_2730,0.813580643,0.574302224,0.18101199,0.841741624,0.110467862,0.110944528,0.023299681
id_3335,0.885237154,0.716146969,0.261292512,0.846936009,0.196207273,0.232383808,0.023300606
id_4744,0.797802484,0.536142608,0.16981374,0.840200343,0.093458401,0.052473763,0.023306871
id_1417,0.805427298,0.551406454,0.182686072,0.841723886,0.1082857,0.169415292,0.023311982
id_2794,0.84390054,0.631323594,0.216876555,0.844248866,0.133958669,0.196401799,0.023316928
id_0176,0.805341465,0.546936328,0.173403212,0.84063231,0.100135164,0.142428786,0.023319018
id_2978,0.809985992,0.559692543,0.177422517,0.840956702,0.100827267,0.134932534,0.023336994
id_4310,0.813015506,0.558820323,0.175303522,0.840952315,0.101535656,0.068965517,0.023343498
id_4791,0.825756103,0.581934147,0.182271322,0.842223308,0.11199049,0.100449775,0.023352219
id_1512,0.800052159,0.55222416,0.171593394,0.840430768,0.101853209,0.101949025,0.023359117
id_3869,0.815417735,0.563344963,0.178304804,0.841082195,0.105313726,0.073463268,0.023372312
id_4389,0.832189465,0.60297645,0.185845713,0.842616743,0.094883319,0.194902549,0.023380334
id_6736,0.778638254,0.502071522,0.165643617,0.839132438,0.09638152,0.046476762,0.023380519
id_3263,0.821601134,0.576591801,0.180476585,0.841376467,0.106396665,0.074962519,0.023380872
id_2923,0.821835579,0.584332752,0.197971495,0.8425943,0.125979123,0.185907046,0.023385298
id_1922,0.797636732,0.535270388,0.170055049,0.840158917,0.096063967,0.139430285,0.023399155
id_1278,0.778579135,0.521369385,0.159686298,0.837953953,0.09930464,0.134932534,0.023408855
id_2566,0.762262417,0.483427824,0.153947666,0.834801826,0.095143876,0.014992504,0.023412924
id_1704,0.818492766,0.581334496,0.182663449,0.841694117,0.103074568,0.109445277,0.023417309
id_0100,0.801809219,0.548190144,0.175130081,0.840837168,0.097814581,0.089955022,0.023426242
id_5139,0.772015564,0.500109027,0.154762084,0.836828959,0.094484342,0.089955022,0.023438608
id_5099,0.829232333,0.593163977,0.189156172,0.842072263,0.120662139,0.124437781,0.023440629
id_0046,0.806666538,0.54900785,0.175929417,0.840770515,0.102634879,0.052473763,0.023460446
id_2008,0.79751982,0.533362407,0.170492421,0.840131909,0.093629391,0.149925037,0.023460905
id_3738,0.794481339,0.532435674,0.168856044,0.839938159,0.094573909,0.586206897,0.023472453
id_4822,0.842450297,0.616822939,0.212910037,0.842822437,0.138681258,0.178410795,0.023474977
id_6182,0.8166256,0.565580026,0.187248322,0.841722392,0.107764587,0.242878561,0.023476188
id_0087,0.807176089,0.552060619,0.175092376,0.840969421,0.094899604,0.082458771,0.023488075
id_1576,0.814386323,0.59261884,0.19975115,0.843458471,0.126524663,0.622188906,0.023488624
